;temp_air;relative_humidity;ghi;dni;dhi;IR(h);wind_speed;wind_direction;pressure;precipitable_water
2025-01-01 00:00:00;25,28;79,87;0,0;0,0;0,0;383,5;1,52;239,0;97810,0;0,1
2025-01-01 01:00:00;24,5;83,38;0,0;0,0;0,0;379,61;1,42;230,0;97820,0;0,1
2025-01-01 02:00:00;23,71;86,89;0,0;0,0;0,0;375,73;1,32;214,0;97850,0;0,1
2025-01-01 03:00:00;22,93;90,39;0,0;0,0;0,0;371,85;1,22;216,0;97840,0;0,1
2025-01-01 04:00:00;22,15;93,9;0,0;0,0;0,0;367,97;1,13;207,0;97820,0;0,1
2025-01-01 05:00:00;21,36;97,41;0,0;0,0;0,0;364,09;1,03;195,0;97780,0;0,1
2025-01-01 06:00:00;20,58;100,0;0,0;0,0;0,0;360,21;0,93;202,0;97760,0;0,1
2025-01-01 07:00:00;19,8;100,0;0,0;0,0;0,0;356,32;0,84;214,0;97650,0;0,1
2025-01-01 08:00:00;21,95;93,05;0,0;0,0;0,0;400,2;1,1;144,0;97690,0;0,1
2025-01-01 09:00:00;21,77;93,05;0,0;0,0;0,0;406,0;1,1;70,0;97780,0;0,1
2025-01-01 10:00:00;21,88;96,15;100,0;81,97;77,0;401,4;1,31;78,0;97900,0;0,1
2025-01-01 11:00:00;22,55;93,05;238,0;89,8;193,0;415,7;1,1;84,0;97990,0;0,1
2025-01-01 12:00:00;23,32;90,05;394,0;128,94;305,0;416,85;1,17;43,0;98010,0;0,1
2025-01-01 13:00:00;24,36;84,35;572,0;219,12;389,0;422,85;1,59;11,0;97990,0;0,1
2025-01-01 14:00:00;25,24;87,25;670,0;236,51;451,0;428,1;1,1;7,0;97970,0;0,1
2025-01-01 15:00:00;25,89;84,5;771,0;330,38;455,0;433,5;1,03;2,0;97920,0;0,1
2025-01-01 16:00:00;27,0;76,7;733,0;285,52;469,0;430,8;0,83;5,0;97820,0;0,1
2025-01-01 17:00:00;27,67;71,9;773,0;496,06;360,0;435,05;1,03;5,0;97740,0;0,1
2025-01-01 18:00:00;28,1;72,0;709,0;693,32;233,0;422,3;1,52;359,0;97650,0;0,1
2025-01-01 19:00:00;28,08;69,65;509,0;624,29;199,0;425,75;1,52;13,0;97430,0;0,1
2025-01-01 20:00:00;27,57;74,3;226,0;217,75;166,0;414,35;1,59;21,0;97550,0;0,1
2025-01-01 21:00:00;26,78;81,85;27,0;0,0;27,0;406,0;1,45;351,0;97550,0;0,1
2025-01-01 22:00:00;25,84;84,5;0,0;0,0;0,0;408,95;1,31;0,0;97610,0;0,1
2025-01-01 23:00:00;24,95;90,15;0,0;0,0;0,0;401,0;1,24;6,0;97690,0;0,1
2025-01-02 00:00:00;24,6;93,1;0,0;0,0;0,0;401,0;0,62;5,0;97820,0;0,1
2025-01-02 01:00:00;23,91;96,2;0,0;0,0;0,0;402,45;0,9;347,0;97840,0;0,1
2025-01-02 02:00:00;23,29;96,2;0,0;0,0;0,0;398,1;1,17;338,0;97870,0;0,1
2025-01-02 03:00:00;23,21;96,2;0,0;0,0;0,0;397,1;0,83;319,0;97860,0;0,1
2025-01-02 04:00:00;22,77;99,4;0,0;0,0;0,0;399,85;0,69;298,0;97800,0;0,1
2025-01-02 05:00:00;22,58;99,4;0,0;0,0;0,0;409,7;0,97;336,0;97780,0;0,1
2025-01-02 06:00:00;22,7;99,4;0,0;0,0;0,0;412,8;1,31;358,0;97760,0;0,1
2025-01-02 07:00:00;23,06;93,05;0,0;0,0;0,0;402,15;2,0;2,0;97750,0;0,1
2025-01-02 08:00:00;22,82;90,05;0,0;0,0;0,0;401,2;2,14;12,0;97820,0;0,1
2025-01-02 09:00:00;22,65;93,05;0,0;0,0;0,0;410,85;2,14;28,0;97920,0;0,1
2025-01-02 10:00:00;22,69;93,05;136,0;268,94;61,0;422,3;1,45;37,0;97980,0;0,1
2025-01-02 11:00:00;23,14;90,05;128,0;2,0;127,0;424,6;1,59;30,0;98050,0;0,1
2025-01-02 12:00:00;24,1;90,1;170,0;0,0;170,0;410,85;1,79;30,0;98080,0;0,1
2025-01-02 13:00:00;25,49;84,45;384,0;32,35;357,0;411,65;1,72;23,0;98080,0;0,1
2025-01-02 14:00:00;26,98;81,9;355,0;6,48;349,0;416,3;1,72;4,0;98020,0;0,1
2025-01-02 15:00:00;28,13;76,85;343,0;2,09;341,0;429,05;1,31;353,0;97970,0;0,1
2025-01-02 16:00:00;28,9;67,6;697,0;231,23;483,0;430,4;1,17;353,0;97870,0;0,1
2025-01-02 17:00:00;29,33;65,4;649,0;247,06;443,0;441,25;0,97;355,0;97760,0;0,1
2025-01-02 18:00:00;28,47;69,75;549,0;258,69;371,0;433,5;0,69;354,0;97680,0;0,1
2025-01-02 19:00:00;26,58;74,15;345,0;130,45;280,0;420,15;1,45;121,0;97760,0;0,1
2025-01-02 20:00:00;25,68;79,1;264,0;389,5;156,0;419,95;1,45;151,0;97710,0;0,1
2025-01-02 21:00:00;25,15;84,4;66,0;348,31;52,0;417,05;1,72;156,0;97750,0;0,1
2025-01-02 22:00:00;24,56;84,35;0,0;0,0;0,0;412,6;2,14;154,0;97770,0;0,1
2025-01-02 23:00:00;24,18;87,15;0,0;0,0;0,0;404,1;1,59;155,0;97840,0;0,1
2025-01-03 00:00:00;23,82;84,35;0,0;0,0;0,0;399,85;1,45;146,0;97890,0;0,1
2025-01-03 01:00:00;23,25;87,1;0,0;0,0;0,0;391,8;1,38;135,0;97920,0;0,1
2025-01-03 02:00:00;22,72;90,05;0,0;0,0;0,0;386,85;1,38;153,0;97980,0;0,1
2025-01-03 03:00:00;22,41;90,05;0,0;0,0;0,0;390,35;1,38;168,0;97960,0;0,1
2025-01-03 04:00:00;22,15;93,05;0,0;0,0;0,0;388,8;1,38;182,0;97890,0;0,1
2025-01-03 05:00:00;21,99;93,05;0,0;0,0;0,0;387,45;1,52;199,0;97840,0;0,1
2025-01-03 06:00:00;21,92;90,0;0,0;0,0;0,0;389,2;1,66;204,0;97790,0;0,1
2025-01-03 07:00:00;21,68;93,0;0,0;0,0;0,0;386,85;1,31;204,0;97770,0;0,1
2025-01-03 08:00:00;21,42;93,0;0,0;0,0;0,0;387,45;1,1;209,0;97790,0;0,1
2025-01-03 09:00:00;22,12;90,0;0,0;0,0;0,0;388,8;0,28;246,0;97820,0;0,1
2025-01-03 10:00:00;22,71;93,05;80,0;32,47;71,0;392,85;0,83;18,0;97910,0;0,1
2025-01-03 11:00:00;24,12;90,1;312,0;278,94;173,0;395,0;1,72;21,0;97980,0;0,1
2025-01-03 12:00:00;25,02;84,4;352,0;77,0;299,0;403,3;2,0;13,0;98040,0;0,1
2025-01-03 13:00:00;26,39;79,2;487,0;109,09;396,0;412,4;1,59;4,0;98040,0;0,1
2025-01-03 14:00:00;27,53;76,8;657,0;216,0;457,0;411,45;1,17;7,0;97990,0;0,1
2025-01-03 15:00:00;28,17;76,85;608,0;118,03;495,0;420,75;0,83;13,0;97950,0;0,1
2025-01-03 16:00:00;28,95;65,4;1015,0;932,63;151,0;437,35;1,1;42,0;97850,0;0,1
2025-01-03 17:00:00;29,23;65,4;941,0;963,98;136,0;435,45;0,97;24,0;97750,0;0,1
2025-01-03 18:00:00;29,27;65,4;760,0;862,8;165,0;431,35;1,1;82,0;97700,0;0,1
2025-01-03 19:00:00;29,97;59,45;518,0;644,07;196,0;433,5;1,38;45,0;97600,0;0,1
2025-01-03 20:00:00;28,61;65,3;339,0;896,1;89,0;422,3;1,59;82,0;97560,0;0,1
2025-01-03 21:00:00;27,58;71,9;63,0;263,14;52,0;419,4;1,59;155,0;97630,0;0,1
2025-01-03 22:00:00;26,44;76,65;0,0;0,0;0,0;410,3;1,79;162,0;97680,0;0,1
2025-01-03 23:00:00;25,63;81,75;0,0;0,0;0,0;407,0;1,59;168,0;97780,0;0,1
2025-01-04 00:00:00;24,98;84,4;0,0;0,0;0,0;407,0;1,31;159,0;97820,0;0,1
2025-01-04 01:00:00;24,21;90,1;0,0;0,0;0,0;396,45;1,24;146,0;97860,0;0,1
2025-01-04 02:00:00;23,82;90,1;0,0;0,0;0,0;400,4;1,24;139,0;97860,0;0,1
2025-01-04 03:00:00;23,45;90,05;0,0;0,0;0,0;392,85;1,17;142,0;97810,0;0,1
2025-01-04 04:00:00;23,53;90,05;0,0;0,0;0,0;390,55;0,83;161,0;97760,0;0,1
2025-01-04 05:00:00;22,93;87,1;0,0;0,0;0,0;394,8;0,97;211,0;97700,0;0,1
2025-01-04 06:00:00;22,3;90,05;0,0;0,0;0,0;389,4;1,17;225,0;97630,0;0,1
2025-01-04 07:00:00;22,4;90,05;0,0;0,0;0,0;388,8;1,24;192,0;97600,0;0,1
2025-01-04 08:00:00;22,27;93,05;0,0;0,0;0,0;385,9;1,03;190,0;97620,0;0,1
2025-01-04 09:00:00;21,98;93,05;0,0;0,0;0,0;382,6;1,03;204,0;97650,0;0,1
2025-01-04 10:00:00;23,54;96,2;90,0;58,08;74,0;382,6;0,48;340,0;97720,0;0,1
2025-01-04 11:00:00;26,49;79,2;366,0;495,0;120,0;393,25;2,14;353,0;97790,0;0,1
2025-01-04 12:00:00;27,45;74,3;619,0;718,69;125,0;398,3;2,62;350,0;97830,0;0,1
2025-01-04 13:00:00;28,36;72,1;798,0;755,69;168,0;404,1;2,0;354,0;97820,0;0,1
2025-01-04 14:00:00;29,18;69,85;684,0;253,79;449,0;411,85;1,52;15,0;97800,0;0,1
2025-01-04 15:00:00;30,06;65,6;1039,0;940,6;138,0;423,85;1,45;28,0;97740,0;0,1
2025-01-04 16:00:00;29,43;65,5;998,0;875,62;186,0;431,2;1,52;98,0;97700,0;0,1
2025-01-04 17:00:00;27,5;71,9;827,0;614,57;313,0;435,45;2,07;143,0;97660,0;0,1
2025-01-04 18:00:00;27,44;74,3;609,0;377,63;348,0;427,3;1,52;187,0;97560,0;0,1
2025-01-04 19:00:00;30,12;61,45;574,0;895,09;125,0;428,45;1,31;86,0;97510,0;0,1
2025-01-04 20:00:00;28,22;69,65;329,0;812,32;101,0;426,75;1,17;47,0;97510,0;0,1
2025-01-04 21:00:00;27,19;79,3;65,0;276,63;53,0;417,25;0,9;12,0;97490,0;0,1
2025-01-04 22:00:00;26,4;81,85;0,0;0,0;0,0;413,95;1,1;23,0;97540,0;0,1
2025-01-04 23:00:00;25,6;90,2;0,0;0,0;0,0;403,9;1,17;33,0;97600,0;0,1
2025-01-05 00:00:00;24,86;90,15;0,0;0,0;0,0;401,0;1,03;49,0;97670,0;0,1
2025-01-05 01:00:00;24,75;93,1;0,0;0,0;0,0;401,7;0,83;49,0;97710,0;0,1
2025-01-05 02:00:00;25,22;87,25;0,0;0,0;0,0;394,4;0,21;262,0;97710,0;0,1
2025-01-05 03:00:00;23,51;96,2;0,0;0,0;0,0;392,45;1,31;241,0;97650,0;0,1
2025-01-05 04:00:00;23,06;93,05;0,0;0,0;0,0;388,6;1,52;244,0;97570,0;0,1
2025-01-05 05:00:00;22,58;93,05;0,0;0,0;0,0;380,65;1,52;249,0;97550,0;0,1
2025-01-05 06:00:00;22,31;93,05;0,0;0,0;0,0;381,65;1,45;241,0;97510,0;0,1
2025-01-05 07:00:00;24,23;87,15;0,0;0,0;0,0;389,75;0,97;236,0;97530,0;0,1
2025-01-05 08:00:00;23,87;87,15;0,0;0,0;0,0;397,9;0,9;358,0;97570,0;0,1
2025-01-05 09:00:00;22,74;93,05;0,0;0,0;0,0;397,1;1,93;69,0;97690,0;0,1
2025-01-05 10:00:00;23,51;93,05;110,0;135,12;73,0;407,95;1,24;59,0;97790,0;0,1
2025-01-05 11:00:00;24,63;90,1;131,0;2,02;130,0;403,7;1,52;351,0;97810,0;0,1
2025-01-05 12:00:00;26,16;81,8;575,0;566,68;186,0;404,65;2,83;360,0;97810,0;0,1
2025-01-05 13:00:00;27,47;74,3;787,0;724,87;183,0;406,0;2,9;6,0;97800,0;0,1
2025-01-05 14:00:00;28,68;69,75;987,0;945,99;111,0;413,55;2,69;10,0;97730,0;0,1
2025-01-05 15:00:00;29,41;63,4;935,0;662,54;300,0;418,2;2,41;22,0;97660,0;0,1
2025-01-05 16:00:00;29,99;61,45;853,0;498,76;390,0;419,95;2,14;38,0;97590,0;0,1
2025-01-05 17:00:00;30,22;61,45;952,0;981,3;130,0;420,75;2,07;55,0;97490,0;0,1
2025-01-05 18:00:00;30,33;59,45;775,0;902,26;150,0;423,05;2,21;69,0;97410,0;0,1
2025-01-05 19:00:00;30,13;57,5;575,0;894,1;125,0;420,55;2,28;73,0;97420,0;0,1
2025-01-05 20:00:00;29,85;57,5;325,0;765,0;109,0;423,65;1,59;77,0;97380,0;0,1
2025-01-05 21:00:00;28,88;72,15;62,0;200,34;53,0;413,55;0,83;67,0;97410,0;0,1
2025-01-05 22:00:00;28,6;63,2;0,0;0,0;0,0;407,55;0,21;88,0;97450,0;0,1
2025-01-05 23:00:00;27,18;71,85;0,0;0,0;0,0;400,6;0,76;190,0;97510,0;0,1
2025-01-06 00:00:00;25,3;81,75;0,0;0,0;0,0;399,65;1,52;196,0;97590,0;0,1
2025-01-06 01:00:00;24,52;84,35;0,0;0,0;0,0;391,4;1,72;200,0;97640,0;0,1
2025-01-06 02:00:00;23,96;87,15;0,0;0,0;0,0;389,75;1,79;207,0;97660,0;0,1
2025-01-06 03:00:00;23,65;90,05;0,0;0,0;0,0;389,55;1,72;215,0;97630,0;0,1
2025-01-06 04:00:00;23,15;90,05;0,0;0,0;0,0;382,8;1,72;224,0;97590,0;0,1
2025-01-06 05:00:00;22,69;90,05;0,0;0,0;0,0;379,1;1,72;223,0;97550,0;0,1
2025-01-06 06:00:00;22,23;93,05;0,0;0,0;0,0;378,15;1,52;220,0;97510,0;0,1
2025-01-06 07:00:00;22,2;93,05;0,0;0,0;0,0;382,4;1,38;208,0;97440,0;0,1
2025-01-06 08:00:00;22,4;90,05;0,0;0,0;0,0;386,85;0,9;323,0;97480,0;0,1
2025-01-06 09:00:00;22,37;90,05;0,0;0,0;0,0;399,25;1,79;353,0;97580,0;0,1
2025-01-06 10:00:00;23,4;90,05;93,0;69,81;74,0;391,1;1,79;352,0;97680,0;0,1
2025-01-06 11:00:00;25,03;84,4;373,0;532,01;110,0;392,85;2,07;342,0;97760,0;0,1
2025-01-06 12:00:00;26,62;79,2;622,0;726,38;124,0;396,55;2,07;339,0;97770,0;0,1
2025-01-06 13:00:00;28,26;72,0;847,0;884,9;110,0;401,2;2,0;335,0;97760,0;0,1
2025-01-06 14:00:00;29,59;65,5;872,0;626,27;292,0;407,4;1,17;347,0;97720,0;0,1
2025-01-06 15:00:00;30,44;59,55;954,0;697,6;285,0;416,1;1,72;87,0;97660,0;0,1
2025-01-06 16:00:00;30,71;59,55;991,0;833,97;216,0;426,35;2,9;103,0;97610,0;0,1
2025-01-06 17:00:00;30,93;57,75;910,0;839,11;206,0;424,2;2,97;103,0;97510,0;0,1
2025-01-06 18:00:00;31,01;54,05;792,0;942,02;138,0;422,45;2,69;98,0;97420,0;0,1
2025-01-06 19:00:00;31,37;49,0;567,0;831,75;147,0;410,1;1,79;84,0;97390,0;0,1
2025-01-06 20:00:00;31,26;50,55;331,0;781,68;109,0;411,05;1,31;76,0;97370,0;0,1
2025-01-06 21:00:00;29,57;67,7;69,0;301,49;55,0;401,0;0,97;19,0;97340,0;0,1
2025-01-06 22:00:00;27,77;69,6;0,0;0,0;0,0;395,2;1,66;8,0;97390,0;0,1
2025-01-06 23:00:00;26,14;76,6;0,0;0,0;0,0;389,4;1,66;20,0;97440,0;0,1
2025-01-07 00:00:00;24,96;84,4;0,0;0,0;0,0;383,95;1,45;28,0;97540,0;0,1
2025-01-07 01:00:00;26,19;74,1;0,0;0,0;0,0;379,4;0,48;37,0;97600,0;0,1
2025-01-07 02:00:00;24,88;79,05;0,0;0,0;0,0;376,2;1,03;210,0;97630,0;0,1
2025-01-07 03:00:00;22,95;84,25;0,0;0,0;0,0;373,9;2,0;212,0;97610,0;0,1
2025-01-07 04:00:00;22,59;87,1;0,0;0,0;0,0;373,7;2,07;217,0;97560,0;0,1
2025-01-07 05:00:00;22,47;84,25;0,0;0,0;0,0;370,0;2,21;217,0;97510,0;0,1
2025-01-07 06:00:00;22,51;81,45;0,0;0,0;0,0;378,35;2,07;210,0;97480,0;0,1
2025-01-07 07:00:00;22,55;84,25;0,0;0,0;0,0;380,65;1,93;216,0;97390,0;0,1
2025-01-07 08:00:00;23,01;81,5;0,0;0,0;0,0;389,75;0,9;218,0;97440,0;0,1
2025-01-07 09:00:00;22,36;87,1;0,0;0,0;0,0;395,0;1,72;11,0;97530,0;0,1
2025-01-07 10:00:00;23,47;87,1;108,0;133,07;72,0;398,85;2,34;10,0;97680,0;0,1
2025-01-07 11:00:00;24,88;81,7;381,0;569,88;100,0;412,4;2,0;4,0;97770,0;0,1
2025-01-07 12:00:00;26,71;79,2;620,0;719,96;127,0;395,2;1,66;350,0;97790,0;0,1
2025-01-07 13:00:00;28,43;69,75;845,0;876,87;115,0;400,8;1,31;342,0;97780,0;0,1
2025-01-07 14:00:00;29,88;63,5;722,0;305,53;439,0;404,85;0,34;5,0;97740,0;0,1
2025-01-07 15:00:00;30,43;61,55;941,0;658,61;309,0;422,1;0,97;128,0;97710,0;0,1
2025-01-07 16:00:00;30,87;59,65;908,0;606,26;344,0;421,9;1,38;124,0;97670,0;0,1
2025-01-07 17:00:00;31,23;59,65;820,0;571,21;340,0;426,35;1,38;116,0;97590,0;0,1
2025-01-07 18:00:00;31,4;55,95;797,0;947,1;138,0;429,25;1,45;112,0;97510,0;0,1
2025-01-07 19:00:00;31,71;50,7;587,0;913,91;124,0;420,9;1,45;97,0;97470,0;0,1
2025-01-07 20:00:00;31,52;49,0;341,0;847,25;99,0;415,9;1,24;86,0;97450,0;0,1
2025-01-07 21:00:00;29,94;67,8;71,0;313,07;56,0;415,3;0,83;29,0;97460,0;0,1
2025-01-07 22:00:00;28,38;65,3;0,0;0,0;0,0;405,85;1,59;5,0;97470,0;0,1
2025-01-07 23:00:00;26,67;76,65;0,0;0,0;0,0;395,75;1,59;10,0;97540,0;0,1
2025-01-08 00:00:00;25,73;81,75;0,0;0,0;0,0;391,5;1,24;16,0;97580,0;0,1
2025-01-08 01:00:00;26,63;71,75;0,0;0,0;0,0;379,4;0,62;15,0;97590,0;0,1
2025-01-08 02:00:00;26,01;74,1;0,0;0,0;0,0;377,0;0,76;223,0;97550,0;0,1
2025-01-08 03:00:00;23,12;87,1;0,0;0,0;0,0;373,1;1,86;216,0;97490,0;0,1
2025-01-08 04:00:00;22,53;87,1;0,0;0,0;0,0;367,9;2,07;217,0;97450,0;0,1
2025-01-08 05:00:00;22,24;87,05;0,0;0,0;0,0;365,4;2,14;217,0;97420,0;0,1
2025-01-08 06:00:00;21,91;84,15;0,0;0,0;0,0;365,75;1,93;217,0;97390,0;0,1
2025-01-08 07:00:00;21,73;87,0;0,0;0,0;0,0;367,3;1,59;247,0;97360,0;0,1
2025-01-08 08:00:00;21,41;87,0;0,0;0,0;0,0;373,7;1,66;352,0;97460,0;0,1
2025-01-08 09:00:00;22,02;87,05;0,0;0,0;0,0;388,2;2,48;10,0;97590,0;0,1
2025-01-08 10:00:00;22,64;90,05;111,0;156,17;69,0;385,5;1,38;19,0;97700,0;0,1
2025-01-08 11:00:00;24,91;81,7;369,0;522,52;112,0;380,1;1,66;4,0;97770,0;0,1
2025-01-08 12:00:00;26,61;76,65;602,0;659,39;151,0;385,3;1,79;355,0;97800,0;0,1
2025-01-08 13:00:00;28,29;72,0;827,0;831,55;135,0;392,1;1,72;359,0;97770,0;0,1
2025-01-08 14:00:00;29,64;65,5;1004,0;973,65;102,0;401,2;1,38;3,0;97750,0;0,1
2025-01-08 15:00:00;30,69;61,55;1084,0;1028,93;96,0;412,6;0,97;17,0;97690,0;0,1
2025-01-08 16:00:00;30,96;59,65;986,0;809,61;232,0;422,45;0,97;34,0;97650,0;0,1
2025-01-08 17:00:00;31,14;59,65;921,0;860,21;197,0;432,55;0,97;35,0;97590,0;0,1
2025-01-08 18:00:00;31,18;57,75;799,0;946,43;139,0;431,0;0,83;42,0;97520,0;0,1
2025-01-08 19:00:00;30,57;57,6;589,0;914,89;124,0;420,15;1,45;42,0;97470,0;0,1
2025-01-08 20:00:00;30,31;57,5;343,0;849,48;99,0;413,0;1,38;38,0;97470,0;0,1
2025-01-08 21:00:00;29,47;61,35;63,0;162,09;55,0;409,3;1,38;27,0;97470,0;0,1
2025-01-08 22:00:00;28,07;69,65;0,0;0,0;0,0;405,25;1,52;23,0;97510,0;0,1
2025-01-08 23:00:00;26,76;76,65;0,0;0,0;0,0;399,65;1,59;27,0;97530,0;0,1
2025-01-09 00:00:00;25,65;79,1;0,0;0,0;0,0;387,85;1,86;30,0;97570,0;0,1
2025-01-09 01:00:00;24,79;84,35;0,0;0,0;0,0;386,6;1,66;22,0;97590,0;0,1
2025-01-09 02:00:00;24,11;87,15;0,0;0,0;0,0;380,85;1,38;2,0;97610,0;0,1
2025-01-09 03:00:00;23,69;90,05;0,0;0,0;0,0;387,05;1,45;320,0;97600,0;0,1
2025-01-09 04:00:00;23,22;90,05;0,0;0,0;0,0;382,0;1,79;302,0;97570,0;0,1
2025-01-09 05:00:00;23,04;87,1;0,0;0,0;0,0;379,1;2,07;304,0;97560,0;0,1
2025-01-09 06:00:00;22,98;90,05;0,0;0,0;0,0;381,05;2,21;312,0;97540,0;0,1
2025-01-09 07:00:00;23,09;90,05;0,0;0,0;0,0;386,3;2,34;328,0;97520,0;0,1
2025-01-09 08:00:00;22,86;90,05;0,0;0,0;0,0;383,4;2,14;341,0;97600,0;0,1
2025-01-09 09:00:00;22,72;93,05;0,0;0,0;0,0;388,2;2,0;358,0;97710,0;0,1
2025-01-09 10:00:00;23,54;90,05;92,0;78,55;71,0;387,05;1,72;5,0;97800,0;0,1
2025-01-09 11:00:00;25,16;81,7;301,0;258,85;174,0;393,85;3,86;4,0;97850,0;0,1
2025-01-09 12:00:00;26,55;74,15;537,0;452,29;228,0;425,2;3,59;360,0;97850,0;0,1
2025-01-09 13:00:00;27,63;69,6;801,0;770,53;160,0;441,85;3,03;350,0;97850,0;0,1
2025-01-09 14:00:00;28,55;65,3;908,0;730,62;231,0;438,55;2,55;342,0;97780,0;0,1
2025-01-09 15:00:00;28,88;63,3;987,0;791,99;226,0;445,1;2,28;344,0;97710,0;0,1
2025-01-09 16:00:00;29,38;63,4;919,0;640,31;322,0;448,4;1,93;358,0;97650,0;0,1
2025-01-09 17:00:00;29,6;65,5;761,0;436,53;393,0;439,7;1,72;7,0;97570,0;0,1
2025-01-09 18:00:00;29,81;65,5;129,0;0,0;129,0;431,75;1,38;14,0;97490,0;0,1
2025-01-09 19:00:00;29,41;65,5;53,0;0,0;53,0;424,0;0,55;32,0;97460,0;0,1
2025-01-09 20:00:00;28,24;69,65;31,0;0,0;31,0;424,4;0,69;26,0;97410,0;0,1
2025-01-09 21:00:00;27,98;69,65;9,0;0,0;9,0;421,5;0,34;58,0;97490,0;0,1
2025-01-09 22:00:00;27,31;76,7;0,0;0,0;0,0;410,3;0,07;17,0;97510,0;0,1
2025-01-09 23:00:00;25,87;84,5;0,0;0,0;0,0;402,95;0,9;337,0;97550,0;0,1
2025-01-10 00:00:00;25,19;90,15;0,0;0,0;0,0;405,25;1,45;345,0;97600,0;0,1
2025-01-10 01:00:00;24,64;93,1;0,0;0,0;0,0;400,3;1,52;350,0;97660,0;0,1
2025-01-10 02:00:00;24,25;96,2;0,0;0,0;0,0;400,4;1,52;351,0;97670,0;0,1
2025-01-10 03:00:00;23,98;93,1;0,0;0,0;0,0;404,3;1,38;351,0;97660,0;0,1
2025-01-10 04:00:00;23,52;96,2;0,0;0,0;0,0;400,4;1,1;10,0;97670,0;0,1
2025-01-10 05:00:00;23,33;96,2;0,0;0,0;0,0;413,2;0,9;37,0;97640,0;0,1
2025-01-10 06:00:00;23,27;96,2;0,0;0,0;0,0;419,55;0,21;111,0;97620,0;0,1
2025-01-10 07:00:00;23,28;93,05;0,0;0,0;0,0;423,65;0,69;88,0;97580,0;0,1
2025-01-10 08:00:00;22,97;93,05;0,0;0,0;0,0;416,85;1,03;114,0;97640,0;0,1
2025-01-10 09:00:00;22,63;93,05;0,0;0,0;0,0;413,55;0,97;120,0;97710,0;0,1
2025-01-10 10:00:00;22,8;93,05;67,0;18,81;62,0;411,85;0,83;126,0;97790,0;0,1
2025-01-10 11:00:00;23,65;90,05;273,0;183,88;183,0;403,5;1,03;21,0;97870,0;0,1
2025-01-10 12:00:00;25,03;84,4;276,0;21,98;261,0;411,85;2,07;351,0;97900,0;0,1
2025-01-10 13:00:00;26,34;79,2;292,0;3,61;289,0;424,0;2,14;354,0;97890,0;0,1
2025-01-10 14:00:00;26,93;79,3;294,0;0,0;294,0;436,6;1,86;4,0;97870,0;0,1
2025-01-10 15:00:00;27,55;76,8;974,0;770,63;233,0;431,95;1,72;351,0;97810,0;0,1
2025-01-10 16:00:00;28,37;69,75;847,0;483,17;396,0;437,55;1,31;3,0;97720,0;0,1
2025-01-10 17:00:00;28,5;72,1;533,0;98,3;450,0;438,35;1,86;3,0;97600,0;0,1
2025-01-10 18:00:00;29,0;69,85;389,0;47,11;356,0;421,9;1,79;359,0;97550,0;0,1
2025-01-10 19:00:00;28,99;65,4;531,0;656,9;195,0;426,55;1,38;10,0;97510,0;0,1
2025-01-10 20:00:00;28,35;67,5;161,0;34,44;151,0;421,9;1,45;40,0;97430,0;0,1
2025-01-10 21:00:00;27,68;71,9;9,0;0,0;9,0;422,65;0,9;78,0;97470,0;0,1
2025-01-10 22:00:00;26,8;79,2;0,0;0,0;0,0;418,2;0,97;98,0;97510,0;0,1
2025-01-10 23:00:00;26,54;76,65;0,0;0,0;0,0;404,1;0,41;141,0;97560,0;0,1
2025-01-11 00:00:00;25,26;87,25;0,0;0,0;0,0;400,8;0,83;235,0;97650,0;0,1
2025-01-11 01:00:00;25,42;84,45;0,0;0,0;0,0;402,05;0,62;220,0;97690,0;0,1
2025-01-11 02:00:00;25,15;84,4;0,0;0,0;0,0;401,4;0,48;192,0;97700,0;0,1
2025-01-11 03:00:00;24,85;84,4;0,0;0,0;0,0;403,1;0,55;194,0;97640,0;0,1
2025-01-11 04:00:00;23,96;93,1;0,0;0,0;0,0;399,65;0,83;214,0;97600,0;0,1
2025-01-11 05:00:00;23,39;93,05;0,0;0,0;0,0;403,5;1,24;230,0;97570,0;0,1
2025-01-11 06:00:00;23,17;93,05;0,0;0,0;0,0;401,2;1,31;236,0;97560,0;0,1
2025-01-11 07:00:00;23,36;93,05;0,0;0,0;0,0;408,75;0,9;248,0;97560,0;0,1
2025-01-11 08:00:00;24,0;90,1;0,0;0,0;0,0;412,2;0,07;323,0;97600,0;0,1
2025-01-11 09:00:00;23,03;93,05;0,0;0,0;0,0;405,25;1,03;56,0;97670,0;0,1
2025-01-11 10:00:00;23,75;96,2;36,0;0,0;36,0;416,3;0,97;76,0;97780,0;0,1
2025-01-11 11:00:00;24,72;90,1;239,0;108,54;186,0;414,9;1,17;74,0;97870,0;0,1
2025-01-11 12:00:00;25,27;90,15;490,0;335,9;261,0;418,2;0,83;92,0;97920,0;0,1
2025-01-11 13:00:00;26,55;79,2;570,0;223,71;384,0;417,65;0,34;109,0;97940,0;0,1
2025-01-11 14:00:00;27,7;74,3;703,0;289,07;435,0;420,15;0,48;163,0;97920,0;0,1
2025-01-11 15:00:00;28,25;72,0;882,0;539,36;363,0;433,7;0,62;182,0;97830,0;0,1
2025-01-11 16:00:00;29,27;67,6;905,0;617,44;328,0;429,65;0,34;138,0;97740,0;0,1
2025-01-11 17:00:00;29,65;65,5;902,0;821,77;207,0;430,6;0,62;138,0;97660,0;0,1
